# Completeness = 32 / 67
RA	Dec	magnitude
92.385123	22.190248	5.277522
92.884608	24.420024	5.512920
89.280714	22.838885	5.646917
92.433272	23.113453	5.736358
94.079303	23.969997	5.855739
89.233832	24.249682	5.876282
90.251889	27.572352	5.946002
91.593581	29.512389	5.015831
98.800260	28.022251	5.234672
97.142032	30.492976	5.336251
99.595792	28.984276	5.728962
98.113130	32.454821	5.802026
87.742117	27.967914	5.338410
81.784464	30.208582	5.633177
80.302859	29.569891	5.655967
83.981119	27.662206	5.669123
81.160447	31.143122	5.905025
84.826291	29.215187	5.910560
88.167150	33.917504	5.214348
91.646293	38.482406	5.301701
89.228302	35.578772	5.375787
92.265674	34.893650	5.842882
88.745557	31.700695	5.879099
