# Completeness = 32 / 66
RA	Dec	magnitude
81.940054	15.873954	5.491961
79.017192	11.341328	5.504692
83.476176	14.305547	5.574016
73.958970	15.040215	5.760395
82.608943	15.360272	5.907031
81.107264	17.383503	4.850188
82.006782	17.238927	5.060231
83.863105	24.039518	5.337152
81.792091	17.962128	5.372287
86.859134	17.729123	5.378508
86.414209	20.695021	5.386127
83.381797	18.540230	5.454994
84.265764	17.040178	5.479177
74.343043	17.153666	5.112151
76.951446	20.418234	5.270969
72.433697	15.904187	5.460896
71.570457	18.734380	5.645707
76.090024	21.277816	5.769759
77.027597	24.265151	5.489351
76.980981	21.704790	5.723025
74.539257	25.050196	5.782125
82.318790	25.150043	5.866518
