# Completeness = 54 / 98
RA	Dec	magnitude
303.633846	36.806614	4.889878
302.356761	36.839679	4.911437
304.662785	34.982751	4.959805
301.589462	35.970513	5.140914
299.979986	37.042884	5.164696
304.477104	34.090325	5.457741
303.848864	33.728565	5.462596
304.739722	39.004150	5.529575
310.012732	43.458624	5.616895
306.892585	38.440044	5.626204
310.485449	41.716880	5.648362
304.371081	42.722060	5.689376
308.478615	46.693874	5.739681
309.348342	38.328473	5.945679
305.731719	42.983737	6.048274
298.965691	38.486707	4.910045
294.157643	44.694468	4.921440
295.209633	45.525473	4.973558
295.938011	41.773159	5.175067
295.171469	43.077823	5.229379
293.671938	42.412373	5.299655
296.203926	40.716695	5.304549
307.514822	48.951597	4.894649
298.907182	52.438815	4.932920
299.974127	52.149867	5.119159
305.522521	45.795166	5.290573
296.861637	47.907406	5.349056
301.278402	51.839535	5.400471
297.996097	47.027321	5.585774
303.428368	43.379027	5.587504
