# Completeness = 30 / 64
RA	Dec	magnitude
267.204754	25.622696	4.768579
270.374893	21.595551	4.852779
270.376747	21.595952	4.866830
265.617908	24.563596	5.017627
270.596031	20.833594	5.192790
268.961701	22.464214	5.244923
268.854971	26.050015	5.351038
271.756111	30.562347	4.947728
275.254271	28.870163	5.064077
278.208226	30.554259	5.455956
275.237383	29.859160	5.561358
274.966946	29.666405	5.588668
264.989607	31.202517	5.287492
264.089219	27.566324	5.327978
262.730737	31.158207	5.384504
262.956618	28.407618	5.647503
265.755499	29.652851	5.758384
272.495861	36.466316	5.332035
270.151538	33.213572	5.375438
271.456809	32.230586	5.387938
266.986386	36.555108	5.547124
270.399710	33.311349	5.580097
269.676388	36.287573	5.795083
