# Completeness = 47 / 84
RA	Dec	magnitude
62.835170	5.523082	5.622957
68.534383	5.568596	5.666217
66.505704	4.373386	5.713375
67.412349	5.164191	5.738270
74.092476	13.514269	3.719161
68.913826	10.160614	4.107345
72.653017	8.900050	4.341834
73.724051	10.150264	4.636333
73.699002	7.778976	4.963736
73.695369	11.426063	5.149465
63.484895	9.263691	4.703866
63.387927	7.716073	5.141016
63.650927	10.011349	5.188722
60.986582	8.197385	5.347587
60.442260	9.998019	5.772417
64.905828	10.121257	5.793408
60.794135	8.882661	5.798016
69.539901	12.510771	4.253432
66.372938	17.927769	4.295662
66.586949	15.618208	4.406166
66.651507	14.713647	4.409832
68.462632	14.844320	4.601562
67.109919	16.359757	4.623151
69.819138	15.917886	4.641709
67.640621	16.193901	4.752029
