# Completeness = 32 / 67
RA	Dec	magnitude
88.874838	-37.120748	4.682606
88.278652	-33.801225	4.848247
88.718610	-39.957765	4.887057
90.317933	-33.911952	4.891814
91.881806	-37.252919	4.963860
85.563338	-34.667588	5.269876
88.138442	-37.631191	5.342668
95.982985	-25.577801	4.959908
97.849884	-32.868512	5.267828
99.927713	-30.471343	5.385111
95.151003	-34.144052	5.501668
98.162389	-32.030422	5.663990
94.007498	-27.509721	5.680033
84.957577	-32.629356	5.200505
83.814637	-33.079210	5.461113
85.810480	-33.424950	5.688266
84.528747	-27.210753	5.933279
87.998273	-29.449471	5.952110
86.558257	-23.644284	5.012094
92.644454	-27.154595	5.419549
91.633680	-23.110963	5.447549
92.241114	-22.427570	5.474327
92.450291	-22.774091	5.609972
