# Completeness = 24 / 52
RA	Dec	magnitude
182.912716	-52.368499	3.935946
190.646877	-48.813246	4.360110
182.021531	-50.661322	4.397392
190.345311	-46.145321	5.280133
182.061088	-48.692542	5.328639
193.830735	-42.915788	4.662756
197.846035	-43.368647	4.947043
201.733763	-41.497557	5.193455
196.200879	-41.196399	5.215502
196.646437	-41.588510	5.292865
188.939084	-41.021946	5.066792
187.093453	-39.041220	5.433959
182.227389	-41.231638	5.494919
182.223883	-44.326180	5.703322
183.354156	-38.929234	5.731832
189.003977	-39.869612	5.783168
192.671355	-33.999409	4.844256
185.897352	-35.412707	5.302303
191.692670	-33.315609	5.414959
