# Completeness = 27 / 55
RA	Dec	magnitude
325.504536	35.510207	4.749351
325.817998	38.017468	5.485532
327.034845	36.580362	5.601182
331.425410	35.348459	5.674892
325.857079	38.283572	5.704111
333.455635	45.440630	5.527112
333.685139	42.953805	5.710130
330.735956	44.649718	5.712503
320.702376	40.932437	4.655952
322.362570	46.541049	4.963202
324.237390	40.413576	4.979593
319.613305	43.945906	4.992317
321.839037	37.116805	5.266481
321.332677	46.714555	5.502326
325.534802	45.765607	4.570554
325.523621	51.189612	4.642398
331.318554	46.744743	4.979425
330.460854	52.882260	5.760108
332.067858	49.796964	5.804595
