# Completeness = 24 / 51
RA	Dec	magnitude
325.766210	72.319908	4.891074
307.876819	74.954549	5.164855
318.927300	77.012362	5.317290
313.685373	75.925765	5.744365
339.304795	75.371845	5.070298
328.610551	80.308526	5.156428
337.470823	78.824194	5.442163
329.462669	74.996668	5.641084
287.292175	76.559973	5.032032
277.437374	77.547069	5.306916
299.902097	76.481130	5.378005
270.039474	80.004637	5.542706
270.015941	80.001433	5.928246
307.061742	81.422780	5.120014
333.297768	86.108179	5.250244
342.763533	85.374233	5.432493
342.892457	85.046391	5.505785
351.760971	87.307583	5.512135
