# Completeness = 32 / 59
RA	Dec	magnitude
109.207541	-67.957115	3.778655
92.562358	-74.753988	4.900140
102.862479	-70.963296	5.381026
107.176690	-70.496614	5.594026
120.083173	-63.567366	4.782682
123.816115	-62.915696	5.241617
132.646113	-66.792543	5.261864
126.819572	-70.093280	5.504934
126.464832	-64.600553	5.717073
92.183794	-68.843327	5.019989
96.369139	-69.689408	5.113271
97.754634	-66.870618	5.227292
118.721582	-57.302670	5.212695
117.277965	-56.410306	5.244121
119.212242	-59.125723	5.313545
119.450120	-60.302542	5.442085
117.303171	-60.282973	5.673696
