# Completeness = 25 / 52
RA	Dec	magnitude
335.250313	26.935125	5.293800
337.292740	26.763179	5.431441
333.033772	24.950653	5.440001
334.446931	26.936488	5.943967
345.386354	32.612998	5.605577
340.380704	30.965869	5.700379
342.268939	27.358020	6.085822
335.330667	28.330553	4.769057
327.461321	30.174095	5.060544
332.306489	33.172029	5.309195
331.297370	26.673824	5.353491
328.124353	28.793268	5.393223
336.942994	31.840175	5.482438
337.507726	32.572577	5.623025
338.967834	39.634307	5.679723
339.893123	37.592824	5.796873
339.202797	35.652415	5.812391
