# Completeness = 38 / 76
RA	Dec	magnitude
269.732095	-36.858313	5.490258
268.082355	-34.416866	5.528635
271.209827	-35.901589	5.664988
268.205110	-34.114859	5.681046
271.599414	-36.019747	5.805398
265.858321	-35.297671	5.841510
268.056940	-34.799223	5.860088
272.020868	-28.457233	4.265147
275.380708	-24.915286	4.536610
271.255132	-29.580110	4.585245
276.255250	-30.756879	5.164681
272.524288	-30.728794	5.336319
273.771291	-29.823082	5.768028
276.956186	-29.816790	5.772378
267.293684	-31.703248	4.755649
265.896628	-32.662808	5.032242
265.243939	-32.214489	5.330418
265.778587	-33.051309	5.478886
263.677064	-32.581669	5.710343
269.281080	-23.939256	5.521332
266.939991	-22.477826	5.596255
270.476590	-22.780301	5.694730
270.000349	-20.339653	5.721061
269.174493	-28.065478	5.730360
270.968523	-24.360740	5.885749
