# Completeness = 21 / 47
RA	Dec	magnitude
295.181080	-16.293496	4.978928
291.340245	-13.896826	5.232301
294.392910	-14.302450	5.335608
289.749985	-15.537818	5.526974
291.546097	-15.053254	5.669968
297.259317	-10.870828	5.640230
298.656921	-8.227404	5.682008
297.209056	-12.319514	5.737133
296.226251	-10.573159	5.781229
295.512363	-9.194033	5.889478
288.169696	-7.939548	5.281339
290.102895	-10.560365	5.520116
282.743820	-9.774103	5.621487
294.222708	-7.027494	4.895795
294.447627	-4.647879	5.341660
290.768598	-7.400715	5.793139
295.281449	-3.919527	5.834438
