# Completeness = 34 / 71
RA	Dec	magnitude
106.021843	-5.323985	5.264415
99.147228	-5.211208	5.479862
98.943913	-5.377151	5.538769
98.096370	-5.869003	5.544545
99.585162	-2.543865	5.611428
102.079278	-1.319079	5.680271
103.745465	-2.803596	5.737208
107.848280	-0.301973	5.357741
103.602787	-1.127006	5.400139
102.707720	-0.541708	5.668595
103.675172	-1.756490	5.725903
105.470543	-1.346059	5.799094
96.814971	-0.276025	5.092557
96.835016	2.908346	5.261069
97.311707	2.646020	5.398197
93.892068	-0.513160	5.501510
96.320005	-0.946853	5.735034
100.272632	0.495297	5.752477
98.648518	4.967743	5.553268
102.988849	4.764573	5.559902
98.079848	4.856004	5.602170
104.737584	3.602340	5.697221
100.777600	3.033758	5.752856
100.911022	3.932523	5.826806
99.417851	2.703941	5.875473
